Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
325,11452030,"A Data Scientist","2023-12-29 12:03:56",0.99192,5,andreasbis
326,11280415,mik.ro89,"2023-11-24 18:57:17",0.99185,2,mikro89
327,10977371,"Konstantin Ilkov","2023-11-26 08:48:31",0.99185,5,konstantinilkov
328,11407212,GiuseppeCairone,"2023-12-17 18:25:26",0.99185,1,giuseppecairone
329,11093077,"Gabriel Cacao","2023-11-04 08:06:18",0.99182,2,gabrielcacao
330,11222179,"None of Name","2023-11-11 06:28:52",0.99178,6,noneofname
331,11304444,"Smon Ftwi","2023-12-23 13:55:43",0.99171,3,simonftwi
332,11198805,Nik_Kupr_1,"2023-11-06 18:01:14",0.99167,1,nikkupr1
333,10958509,"Danu A.","2023-12-17 17:21:47",0.99167,8,eu1234
334,11438187,ADITYA94714,"2023-12-25 12:41:57",0.99167,1,aditya94714
335,11440587,"Yuki Hashimoto","2023-12-26 07:31:00",0.99167,1,hashimotoyuki
336,11447697,Jade1120,"2023-12-28 06:30:18",0.99167,2,jade1120
337,11378875,kimbokyeong1021,"2023-12-11 05:11:06",0.99164,3,kimbokyeong1021
338,8856322,Abhinavgaur,"2023-12-12 22:10:38",0.99164,1,abhinavgaur02
339,11433724,mohamed_1youssef,"2023-12-24 01:02:11",0.99164,3,mohamed1youssef
340,11438321,BattleTonk,"2023-12-25 13:05:34",0.99164,1,battletonk
341,11439154,"Yamin Hossain","2023-12-25 18:52:33",0.99164,1,yaminh
342,11202210,HwangSeongha,"2023-11-07 08:27:51",0.99160,1,hwangseongha
343,11137407,theWayIAm,"2023-12-02 16:13:06",0.99160,1,thewayiam
344,11365894,hahaok,"2023-12-08 15:27:48",0.99160,4,jslb23
345,11368004,kbjwmx,"2023-12-09 01:11:57",0.99157,10,kbjwmx
346,10747372,"Abhishek Mehra","2023-11-01 19:19:59",0.99153,2,abhishekmehra002
347,11250854,"Laura Smith 2174","2023-11-15 22:20:58",0.99153,1,laurasmith2174
348,11181663,ntut110810008,"2023-11-03 12:31:15",0.99150,2,ntut110810008
349,11302834,"Farwah Fatima","2023-11-26 09:46:24",0.99150,1,fatimafarwah
350,11251071,"Lance Drouet","2023-11-16 00:02:10",0.99139,1,lancedrouet
351,11378787,egpt77,"2023-12-11 06:07:49",0.99135,5,egpt77
352,10977457,"Костюченко Дмитрий Сергеевич","2023-11-09 07:57:46",0.99132,6,slanar
353,11169023,AjourDev,"2023-11-01 13:31:52",0.99125,3,ajourdev
354,11377456,HackerMonkey,"2023-12-10 20:18:05",0.99125,3,hackermonkey
355,10977381,Sad_Smiley,"2023-11-08 12:32:47",0.99121,7,sadsmiley
356,11410178,niniet1998,"2023-12-18 12:10:05",0.99121,1,niniet1998
357,11276117,"Erdem Caliskan","2023-11-21 05:00:44",0.99117,5,erdemcaliskan
358,11399280,ttd113,"2023-12-15 11:02:39",0.99117,1,ttd113
359,11255771,"Mano Vikram","2023-11-17 07:19:19",0.99114,3,manovik18
360,11306973,GalaxyLee,"2023-11-27 10:39:45",0.99114,2,galaxylee
361,11363227,dchaimow,"2023-12-07 12:54:52",0.99114,5,dchaimow
362,11033809,"Yuliya Mikheiko","2023-11-18 08:00:07",0.99110,1,yuliyamikheiko
363,11193981,"only only one","2023-11-07 03:14:31",0.99103,1,onlyonlyone
364,11233538,"Jihun Kim Kaggle","2023-11-14 22:27:36",0.99103,8,jihunkimkaggle
365,11361879,Learner,"2023-12-07 09:20:19",0.99103,2,roulupen
366,11383498,"Kaoru Imao","2023-12-12 01:52:19",0.99103,1,kaoruimao
367,898293,xianginpurdue,"2023-12-05 09:01:30",0.99100,3,xianginpurdue
368,10666068,"Özgün Büyüktanır","2023-12-29 11:56:30",0.99100,3,zgnbyktanr
369,11221153,InkChanM,"2023-11-10 11:17:08",0.99096,2,inkchanm
370,11261445,PVK9802,"2023-11-17 22:08:21",0.99096,1,pvk9802
371,10135810,Dima_kud,"2023-12-13 13:45:01",0.99092,1,dimakud
372,11396461,lin01230123,"2023-12-15 14:29:49",0.99092,7,lin01230123
373,11413563,Ianchang1025,"2023-12-19 06:52:20",0.99092,1,ianchang1025
374,11295749,"Yuan Xinwu","2023-11-28 07:00:31",0.99089,13,yuanxinwu
375,10977460,"Усачев Сергей Игоревич","2023-11-28 11:25:25",0.99089,1,usachev
376,11232788,cameshok,"2023-11-12 17:24:24",0.99085,1,cameshok
377,11294347,GANJIANQI,"2023-12-06 03:02:46",0.99085,10,ganjianqi
378,11367504,jiangcunxin,"2023-12-09 02:25:22",0.99085,2,jiangcunxin
379,11437580,hhh2333,"2023-12-25 09:14:31",0.99085,5,hhh2333
380,11442871,"Anton Morlock","2023-12-27 16:18:03",0.99085,6,antonmorlock
381,11230551,"Xavier #2","2023-11-12 05:34:14",0.99078,2,xavier17
382,11277338,"taorui wang","2023-11-21 06:37:46",0.99078,3,taoruiwang
383,11221367,"Ryan Zhao404","2023-11-24 05:01:25",0.99078,4,ryanzhao404
384,11329215,hejie111111,"2023-12-01 08:14:37",0.99078,3,hejie111111
385,11221233,xiaoming1122,"2023-12-01 11:46:29",0.99078,3,xiaoming1122
386,11228585,wangyouxu,"2023-12-01 11:50:04",0.99078,3,wangyouxu
387,11257182,diver-naruto,"2023-12-08 02:47:02",0.99078,4,divernaruto
388,11366216,HYLLLLL,"2023-12-08 05:11:31",0.99078,2,hylllll
389,11429351,vvvvmvmvmvm,"2023-12-22 12:33:22",0.99078,3,kimmchanyong
390,11229928,"Robert Vargo","2023-11-11 23:48:24",0.99075,1,robertvargo
391,11094587,"Almir Neto","2023-11-09 12:13:21",0.99071,17,almirneto
392,10977459,Kisadie,"2023-11-27 11:49:57",0.99071,8,kisadie
393,10644970,"MOHAMMED ASIF UR RAHAMAN","2023-12-29 05:31:09",0.99071,1,mohammeddasif
394,11251146,"Logan O'Neal","2023-11-16 22:57:51",0.99067,2,loganoneal
395,11277461,VershaShukla,"2023-11-21 06:36:55",0.99067,1,vershashukla
396,10977142,"Leon Korolev","2023-11-21 08:01:44",0.99060,2,leonkorolev
397,11316630,"Christian Lippai","2023-11-28 21:45:01",0.99060,2,christianlippai
398,11379503,honeyson17,"2023-12-11 09:35:35",0.99060,5,honeyson17
399,10709562,MidoriHiiragi,"2023-11-24 05:46:28",0.99057,2,mazentahiiragi
400,11254686,comeona1,"2023-11-24 15:46:05",0.99057,3,comeona1
401,11420903,"Yahor Kuzaukou","2023-12-20 21:13:50",0.99057,4,yegorkuzovkov
402,11440551,"takaaki sato","2023-12-26 07:55:07",0.99053,3,takaakisato
403,11215678,"Frank Chen","2023-11-09 04:49:09",0.99050,1,frankchen666
404,10400878,inder.ai,"2023-12-08 16:20:19",0.99046,1,inderai
405,11202175,I3ANDAL,"2023-11-07 08:18:56",0.99042,1,i3andal
406,11231746,Rayyan,"2023-11-12 12:36:01",0.99042,1,rayyanakhtar
407,11203569,xxz31555,"2023-11-07 12:16:35",0.99035,1,xxz31555
408,10977229,"Иван Иванов","2023-11-21 11:12:52",0.99035,1,blackstreit
409,11370022,"Xiaofeng & Qinyan","2023-12-08 21:41:49",0.99035,3,zeewang
410,11241576,Ayato1010,"2023-11-16 08:36:51",0.99032,6,ayato1010
411,11344057,"Gurpreet Sachdeva","2023-12-05 10:05:06",0.99032,3,gssachdeva
412,11201776,"Tae Tae Gom","2023-11-07 08:18:29",0.99028,2,taetaegom
413,11364112,J_S_Hernandez,"2023-12-07 15:37:39",0.99028,2,jshernandez
414,11424822,"Kei Deng","2023-12-21 09:05:31",0.99028,2,keideng
415,11262608,alvarezabel10,"2023-11-18 06:24:11",0.99025,2,alvarezabel10
416,11450381,"Marius Hinsberger","2023-12-30 00:02:40",0.99021,6,mariushinsberger
417,11317040,"Solomon Beall","2023-11-29 00:35:17",0.99017,4,solomonbeall
418,11313178,L1jo11,"2023-12-07 08:10:48",0.99017,3,l1jo11
419,8547058,"Chih Ting Chang","2023-11-03 09:06:32",0.99014,1,chihtingchang
420,11370820,"Sadia Mahjabin","2023-12-09 05:04:18",0.99014,3,sadiamahjabin
421,11246430,rb4232,"2023-11-21 20:37:32",0.99010,14,rb4232
422,11363268,TeanMa1ner,"2023-12-07 12:13:48",0.99010,1,teanma1ner
423,10751048,fangbingxiao,"2023-12-19 13:37:16",0.99010,2,fangbingxiao
424,11202164,jiyoonlee3421,"2023-11-07 08:16:24",0.99007,1,jiyoonlee3421
425,10721481,"Micro Daze","2023-11-14 04:01:15",0.99007,4,microdaze
426,11311850,"Eshaan Gupta","2023-11-29 02:05:28",0.99007,5,caesarx
427,11378610,juhoney,"2023-12-11 04:17:01",0.99007,5,juhoney
428,11238212,"Rouven Gotthardt","2023-11-13 21:09:52",0.99003,2,rouvengotthardt
429,10977461,"Daniil Stepanenko","2023-11-21 13:26:43",0.99003,6,daniilstepanenko
430,11450981,"mustafa kemal","2023-12-29 06:37:14",0.99003,2,mustafakemal101
431,11377463,"Kenneth Yap #2","2023-12-10 21:58:16",0.99000,5,kennethyhh
432,10854195,"Nikita NikTech","2023-11-08 20:20:13",0.98996,2,nikitaniktech
433,11263804,"Danish Elahi","2023-11-18 11:30:14",0.98996,1,danishelahi
434,11290612,Sori22,"2023-11-23 12:52:44",0.98996,1,sori22
435,11334647,ZiyanLu16,"2023-12-02 13:54:33",0.98996,1,ziyanlu16
436,11327331,"Jakub Suran","2023-12-04 05:21:40",0.98996,5,jakubsuran
437,11359324,"Tooba Rahimnia","2023-12-06 21:30:49",0.98996,3,toobarahimnia
438,9841564,KaaNxtr,"2023-12-29 12:55:00",0.98996,1,kaanxtr
439,11438810,legatt,"2023-12-25 17:17:20",0.98992,1,legatt
440,3458453,gguman,"2023-12-12 22:40:56",0.98985,2,gguman
441,11239239,"Mark ReedIII","2023-11-18 18:19:16",0.98982,7,reed0023
442,9784427,Robbin,"2023-10-31 15:49:46",0.98978,1,rjromijnders
443,11227650,dang-gu,"2023-12-08 10:29:11",0.98978,11,danggu
444,11364873,"Yvan Faideau","2023-12-07 18:28:15",0.98978,1,yvanfaideau
445,11404753,"Saurabh Khare","2023-12-17 04:06:28",0.98975,3,saurabhkhare01
446,11323466,"Ben Connell","2023-12-01 05:57:57",0.98971,2,bconyd
447,11179502,"Tanay Nayak","2023-11-03 03:23:01",0.98967,1,tanaynayak
448,11352587,InnOKb,"2023-12-05 16:38:21",0.98967,1,innokb
449,11385867,Volodya-B1tik,"2023-12-12 15:13:13",0.98967,2,volodyab1tik
450,11277225,"yu-heng Chen5454","2023-11-21 05:47:29",0.98964,1,yuhengchen5454
451,11341249,"Chiradip Biswas","2023-12-05 18:31:24",0.98960,5,chiradipbiswas
452,11449100,ChenxKai,"2023-12-28 14:49:19",0.98960,3,chenxkai
453,10891699,kroissandr,"2023-11-18 04:53:48",0.98953,1,kroissandr
454,11442286,Glaskugel,"2023-12-26 18:04:29",0.98950,3,glaskugel
455,11445397,Keitaccccc,"2023-12-29 08:12:56",0.98950,7,keitaccccc
456,11275356,Alex410023,"2023-11-20 19:31:46",0.98946,1,alex410023
457,11395949,"Luke Perkin","2023-12-20 18:37:57",0.98946,13,luke2642
458,11381636,ArtemSorin,"2023-12-26 15:35:17",0.98946,2,artemsorin
459,11172052,"hoàng lê xuân","2023-11-05 03:20:20",0.98942,10,hoangus0303
460,11188009,"Aarya Bhave","2023-11-04 15:57:04",0.98939,3,aaryabhave
461,11163110,Lipsita-C,"2023-11-19 14:38:55",0.98939,11,lipsitac
462,11397541,"Nikita Bannikov2001","2023-12-15 03:28:42",0.98939,3,nikitabannikov2001
463,11201753,jihppark,"2023-11-07 07:04:50",0.98935,2,jihppark
464,11276722,MUCLuo,"2023-11-21 03:44:51",0.98935,3,mucluo
465,11370867,"praneeth rangana","2023-12-09 05:00:27",0.98935,1,praneethrangana
466,11327816,allentung,"2023-12-01 01:37:19",0.98932,3,allentung
467,11402521,sunhaosh,"2023-12-16 09:51:26",0.98932,1,sunhaosh
468,11249354,松浦崚汰,"2023-11-15 15:07:57",0.98928,1,pluck0514
469,11397972,s010522,"2023-12-15 05:21:59",0.98928,1,s010522
470,11228206,GoshaK,"2023-11-12 10:15:46",0.98925,2,goshak
471,11267511,"Euginia Oya","2023-11-19 10:36:15",0.98925,1,euginiaoya
472,11275152,"Wicket Wystri","2023-11-20 18:43:22",0.98925,1,wicketwystri
473,11325929,"Harsh Sharma #2","2023-11-30 14:24:23",0.98925,1,harshinnotech
474,11352782,TaoZhao1421,"2023-12-20 16:27:01",0.98925,2,taozhao1421
475,11400104,rad314,"2023-12-15 15:07:41",0.98925,1,rad314
476,11426017,The_Ozap,"2023-12-21 14:25:18",0.98921,2,theozap
477,11174696,slavasssss,"2023-11-02 11:17:49",0.98917,1,slavasssss
478,11273967,"Nikolay Larionov","2023-11-20 15:46:50",0.98917,3,nikolaylarionov
479,11435333,"Ignatius Tang","2023-12-25 17:54:21",0.98917,2,ignatiustang
480,11434769,SVG,"2023-12-24 10:21:11",0.98914,2,gribanovsv419
481,11441404,"Francis Fernandez","2023-12-26 20:39:33",0.98914,4,ffrancis47
482,11264251,"Федор Вотяков","2023-11-18 13:45:29",0.98910,2,s1lencef
483,11448262,"Shubhanjay Varma","2023-12-28 09:26:39",0.98907,2,waterlock
484,11387302,labrillance,"2023-12-12 18:07:55",0.98903,2,labrillance
485,11353423,"Dima Vakhrushev","2023-12-15 14:14:12",0.98900,7,dimavakhrushev
486,11426315,PPPPzz,"2023-12-21 14:50:20",0.98900,1,ppppzz
487,11428874,emiliano_haidyn,"2023-12-22 09:13:12",0.98900,1,emilianohaidyn
488,11433101,jola29,"2023-12-25 12:41:32",0.98900,8,jola29
489,11228061,"Ahanaf Akif Pathan","2023-11-12 06:29:05",0.98896,5,akifpathan01
490,11304188,"Alex Hu-x419","2023-11-27 09:32:18",0.98896,5,alexhux419
491,11318965,Meepoom,"2023-12-01 02:00:47",0.98896,8,meepoom
492,11379329,jhkw01,"2023-12-11 07:02:40",0.98896,5,jhkw01
493,11163917,YuxuanChen,"2023-10-31 16:31:40",0.98892,1,infatuatedwithairi
494,11223333,Kenana_sy,"2023-11-11 12:01:26",0.98892,3,kenanasy
495,11222533,yasaikirai,"2023-11-14 23:48:40",0.98892,2,yasaikirai
496,11287254,"Henry Oduor","2023-11-22 23:21:24",0.98892,1,henryoduor
497,11420867,"Abdul Qayyum","2023-12-20 13:00:33",0.98892,1,abdqay
498,11189264,"Whitney A Tran","2023-11-04 23:13:18",0.98889,1,whitneyatran
499,11242037,"Yano Rikuuuu","2023-11-14 09:52:47",0.98885,2,yanorikuuuu
500,11337471,"Gao Tianyu","2023-12-03 08:45:55",0.98885,1,gechkty
501,11394417,"Anuj Rajawat","2023-12-14 10:18:47",0.98885,1,anujrajawat
502,11047993,"Saurabh Upadhyay","2023-11-01 10:24:09",0.98882,1,saurabhru
503,11274992,VladislavK1374,"2023-11-20 18:11:40",0.98882,3,vladislavk1374
504,11437482,quanyinsitan,"2023-12-25 08:15:47",0.98882,2,quanyinsitan
505,11267189,"Jonas Vago","2023-11-19 08:38:38",0.98878,1,jonasvago
506,11276657,"山崎 颯大Sota Yamazaki","2023-11-21 02:55:54",0.98878,1,sotayamazaki
507,10977414,NIKITAVYATCHIN,"2023-12-03 08:51:09",0.98878,9,nikitavyatchin
508,11405294,"Tejus K","2023-12-17 07:59:09",0.98878,1,tejusk
509,11412140,"Sevda Mo","2023-12-19 00:36:55",0.98878,3,sevdamo
510,11177425,"Armelle Duston","2023-11-02 21:28:00",0.98875,4,armelleduston
511,11254424,fuyibai,"2023-11-16 15:41:16",0.98875,3,fuyibai
512,11274855,"Maxim Lukin ","2023-11-20 17:30:45",0.98867,1,maximlukin
513,11378768,"Lee Goon Jae","2023-12-11 05:10:11",0.98867,1,leegoonjae
514,11266725,Denisza991,"2023-11-20 05:40:40",0.98864,2,denisza991
515,11379114,HSJHSJ,"2023-12-11 05:42:23",0.98864,4,hsjhsj
516,11365766,"Guoqin Liu","2023-12-07 22:43:09",0.98860,1,guoqinliu
517,11435687,"Jonas Wirth","2023-12-26 13:18:25",0.98860,5,jonaswirth
518,11244003,ArchonEnt,"2023-11-14 16:24:57",0.98857,1,archonent
519,11374488,Lofych,"2023-12-10 06:24:48",0.98857,4,lofych
520,11400276,morrie950826,"2023-12-15 16:19:18",0.98857,5,morrie950826
521,11327869,"loann feidt1","2023-12-01 10:06:13",0.98853,2,loannfeidt1
522,11397919,veryhappy0800,"2023-12-15 05:08:43",0.98853,1,veryhappy0800
523,11256234,"Gabriel M Stowe","2023-11-16 21:20:19",0.98850,1,gabrielmstowe
524,11258113,needroon,"2023-11-17 07:38:34",0.98850,1,mdnoorit
525,11348058,"Brian Crist","2023-12-05 03:04:35",0.98846,2,bcrist
526,9398675,"Karina Kovaleva","2023-12-26 16:30:00",0.98846,12,kudryashok
527,11368224,"Shoban dinesh","2023-12-08 12:53:27",0.98839,2,shobandinesh
528,11384401,ssszybss,"2023-12-12 07:54:22",0.98839,3,ssszybss
529,11407483,"Vlad Bulhakov","2023-12-17 20:45:51",0.98839,2,vladbulhakov
530,11281347,"Lucas Yarnes","2023-11-22 00:38:30",0.98835,2,lucasyarnes
531,11224840,Ingebor_Engineering,"2023-11-24 15:42:44",0.98835,5,ingeborengineering
532,11380692,su苏逊,"2023-12-11 11:47:10",0.98835,1,suuxun
533,11400411,"Orso Forghieri","2023-12-15 17:18:37",0.98832,3,orsoforghieri
534,11432003,User25101,"2023-12-29 00:56:43",0.98832,10,user25101
535,11443413,"Papi Clutch","2023-12-29 02:45:39",0.98832,2,psouare
536,11136822,"Ganeshan P","2023-10-31 15:25:17",0.98828,1,shellsquareganeshan
537,11382436,GianluTiro,"2023-12-11 19:30:23",0.98828,1,gianlutiro
538,10070157,"Albert Zaqaryan","2023-12-15 18:17:47",0.98828,6,albertzaqaryan
539,11411728,"Nikita #4","2023-12-25 16:55:15",0.98828,2,nixon227
540,11395832,VicmanGT,"2023-12-29 12:24:03",0.98828,26,vicmangiltafolla
541,11199210,"Vladyslav Dykyi","2023-11-06 19:50:38",0.98825,1,vladys
542,11265530,"Dmitriy Mikhaylov","2023-11-19 15:58:25",0.98825,3,dmitriymikhaylov
543,11359616,"FERNANDO WERNER ","2023-12-06 23:40:15",0.98825,1,fernandowerner
544,11441737,Danil111111,"2023-12-26 14:06:56",0.98821,2,danil111111
545,11327230,PachecoPacheco-4,"2023-12-28 16:48:06",0.98821,16,pachecopacheco4
546,11382015,dreamb2g,"2023-12-11 16:42:18",0.98817,2,dreamb2g
547,11439175,VladislavKulikov2003,"2023-12-26 23:03:46",0.98817,3,vladislavkulikov2003
548,11446605,"Thomas Ausserer","2023-12-28 20:36:37",0.98817,3,thomasausserer
549,11267657,Xeslin,"2023-11-19 12:54:49",0.98814,3,xeslin
550,11222735,Mingwei_Wang01,"2023-11-10 10:27:26",0.98810,2,mingweiwang01
551,11228164,"Adrien Hannon","2023-11-14 18:29:25",0.98807,3,adrienhannon
552,11331604,"Jacob Millet","2023-12-04 23:00:25",0.98807,18,jacobmillet
553,11397141,"Sergey Deev","2023-12-17 19:46:04",0.98807,14,sergeydeev
554,11200368,"Sack Jantina","2023-11-07 02:06:51",0.98803,1,sackjantina
555,11225812,"Bob's Submission","2023-11-11 12:24:10",0.98803,2,robertlowens
556,11251138,"Daniel Mishler","2023-11-19 02:21:43",0.98803,2,danielmishler
557,11268331,Gor_mag,"2023-11-19 14:27:08",0.98803,1,gormag
558,11271445,Jugal_313,"2023-11-20 07:08:37",0.98803,1,jugal313
559,11189280,"param sureliya","2023-11-05 02:30:51",0.98800,6,paramsureliya
560,11317115,CeciliaChenY,"2023-11-29 00:28:59",0.98800,3,ceciliacheny
561,11338256,"Adil Ilfatovich","2023-12-03 13:05:12",0.98800,1,adililfatovich
562,11430593,Nelle,"2023-12-26 19:17:39",0.98796,8,nellenelle
563,11437036,A.Pavlov1371,"2023-12-25 05:03:30",0.98792,1,apavlov1371
564,8321032,reds,"2023-11-30 02:23:27",0.98789,1,redsml
565,11234029,"Alexander Yu","2023-11-13 03:18:47",0.98785,3,thewarriorfish
566,11450063,"Shubham Shah","2023-12-29 01:53:00",0.98785,7,shubhamshah2023
567,11426426,enesorek,"2023-12-21 15:29:22",0.98782,1,enesorek
568,11436631,acc3art,"2023-12-25 00:59:05",0.98782,1,acc3art
569,11103425,"Kirill Maslov13","2023-12-08 15:55:54",0.98778,2,kirillmaslov13
570,11391450,zachibs,"2023-12-13 18:05:00",0.98778,4,zachibs
571,11434867,"Ramakrishna Pennada","2023-12-28 10:47:44",0.98778,3,ramakrishnapennada
572,11267428,VladislavWaza,"2023-11-19 12:10:03",0.98775,5,vladislavwaza
573,11232790,"Aalina Nastasiak","2023-12-04 21:19:25",0.98775,2,aalinanastasiak
574,11441615,AlkhimovDanil,"2023-12-27 12:32:10",0.98775,4,alkhimovdanil
575,11451864,"Py Valentin","2023-12-29 10:53:35",0.98775,2,pyvalentin
576,11194526,"Pan Yuanlong","2023-11-06 07:16:17",0.98771,3,panyuanlong
577,11192180,MABIRUS,"2023-11-06 12:32:18",0.98771,9,mabirus
578,11237558,sarperok,"2023-11-13 15:59:33",0.98771,1,sarperok
579,10977262,AlexGR0102,"2023-11-20 15:48:07",0.98771,4,alexgr0102
580,11429167,Bypolyark1d,"2023-12-22 11:34:58",0.98771,2,bypolyark1d
581,11353031,Abdelrahman_Ahmed77,"2023-12-05 18:26:53",0.98767,1,abdelrahmanahmed77
582,11372823,"Ibrahim Hisham Ahmed","2023-12-09 15:07:38",0.98767,1,ibrahimhishamahmed
583,11267676,Kommynest28,"2023-11-22 13:57:07",0.98764,4,kommynest28
584,11346380,mattspotify2023,"2023-12-04 21:57:29",0.98764,3,mattspotify2023
585,11383482,Vazh07,"2023-12-12 01:51:05",0.98764,1,vazh07
586,11331630,shivam6862,"2023-12-01 18:53:53",0.98760,1,shivam6862
587,11331971,VadiBlyum,"2023-12-03 18:49:08",0.98760,4,vadiblyum
588,11436925,wzy910924,"2023-12-25 03:37:06",0.98760,1,wzy910924
589,11239420,yama33,"2023-11-15 15:27:14",0.98757,2,yama33
590,11258610,Wunka,"2023-11-17 09:32:16",0.98757,1,ksidnis
591,11274869,kurosand,"2023-11-20 17:33:03",0.98757,1,kurosand
592,11386814,"Bianca Bürli","2023-12-12 15:54:44",0.98757,1,biancabrli
593,11378887,kokolalas,"2023-12-15 07:18:36",0.98753,6,kokolalas
594,11415501,"Aniket Ingle","2023-12-19 14:19:44",0.98753,1,aniketingle07
595,11359823,"Tom Hathaway02","2023-12-08 14:35:21",0.98750,2,tomhathaway02
596,11211145,"Alexander Kapturov","2023-12-18 13:04:50",0.98746,13,kapturovalexander
597,11413124,OverudeDuke7352,"2023-12-21 13:49:39",0.98746,8,overudeduke7352
598,11216276,xujingpu,"2023-11-09 07:11:19",0.98742,1,xujingpu
599,11350453,Ranto1304,"2023-12-09 02:09:14",0.98742,10,ranto1304
600,11395404,"taksh beladiya","2023-12-14 13:40:07",0.98742,2,takshbeladiya
601,11324756,"PuNt naJa","2023-11-30 09:54:12",0.98739,3,puntnaja
602,11364461,"Onur KAYA","2023-12-07 16:47:57",0.98739,1,deeponur
603,10081413,"Zhuoran Yi","2023-12-09 12:28:03",0.98739,1,yzircon
604,11402117,"Muhammad Muzamil Rashid","2023-12-16 08:16:11",0.98739,1,muhammadmuzamil5500
605,11275140,"Vladimir Brezhnev","2023-11-20 18:55:44",0.98732,2,vladimirbrezhnev
606,11403039,Qetuo233,"2023-12-16 13:01:55",0.98732,1,qetuo233
607,11405863,sam0807,"2023-12-26 14:21:20",0.98732,9,sam0807
608,11340624,"Micah Best","2023-12-04 03:19:41",0.98728,2,micahbest
609,11362015,jetraid,"2023-12-08 09:09:52",0.98728,7,jetraid
610,11320969,tymqsz,"2023-12-11 12:07:31",0.98728,7,tymqsz
611,11450701,"Qianjun Huang","2023-12-29 22:22:20",0.98728,4,qianjunhuang
612,11255946,"Yucen Li","2023-11-16 19:47:12",0.98717,1,yucenli
613,11372773,"Danu Adi Nugroho","2023-12-09 14:51:24",0.98717,1,danuadin
614,11241215,YongnaLi,"2023-12-12 02:47:15",0.98717,3,yongnali
615,11363874,"Aditya Gautam","2023-12-08 13:35:04",0.98714,2,adigautam
616,11352772,"Agniva Saha The Great","2023-12-10 06:18:08",0.98714,3,agnivasahathegreat
617,11443800,fdjkvgbsdl,"2023-12-27 05:38:55",0.98707,1,fdjkvgbsdl
618,11449407,"Federico Romiti","2023-12-28 16:14:36",0.98707,2,federicoromiti
619,11312775,19011268_파이썬,"2023-11-28 06:28:45",0.98700,3,jhyoon0419
620,11364550,liuqimeng,"2023-12-07 18:29:45",0.98696,3,liuqimeng
621,11170614,"Stepan Karpov","2023-11-04 18:08:02",0.98692,12,stepankarpov
622,11250760,"Alexander Vronsky","2023-11-15 21:42:09",0.98692,1,alexandrvronskiy
623,11303048,"Morty Huang","2023-11-27 08:21:57",0.98692,7,mortyhuang
624,11373458,FedericoPuy,"2023-12-10 18:15:11",0.98692,6,federicopuy
625,11373937,VlaNit,"2023-12-12 15:20:01",0.98692,4,vlanit
626,11415955,"Warren Pitts","2023-12-19 17:13:58",0.98692,2,warrenpitts
627,11347203,"chris fang","2023-12-04 23:15:20",0.98689,1,thechrisfang
628,11350680,Physix_1978,"2023-12-07 16:37:25",0.98689,6,pkennis
629,11366234,Farid_ha,"2023-12-08 02:27:02",0.98689,2,faridha
630,11237850,NickDiukov,"2023-11-13 17:02:53",0.98685,1,nickdiukov
631,11420523,diaboloo,"2023-12-24 01:20:28",0.98685,6,diaboloo
632,9910376,juhotuho10,"2023-11-30 10:16:02",0.98678,1,juhotuho10
633,11299748,boretsyury,"2023-11-25 14:54:50",0.98675,3,udborets
634,11374430,"Chaudhary Anshul","2023-12-10 04:10:45",0.98675,1,chaudharyanshul
635,11387288,"Muskan Raisinghani","2023-12-12 17:54:43",0.98675,1,muskanraisinghani
636,10954628,"Mustafa Açıkyol","2023-12-12 18:07:22",0.98675,1,mustafaacikyol
637,9684722,一个人的时光,"2023-11-09 04:32:24",0.98671,1,gujing2001
638,11308532,"Edge Observer","2023-12-17 12:14:53",0.98671,14,edgeobserver
639,11446651,jishuchen,"2023-12-27 22:32:46",0.98671,3,jishuchen
640,11255498,柴原大雅,"2023-11-16 20:39:28",0.98667,1,shibaharataiga
641,11305496,"Vinicius Matias","2023-11-26 23:37:42",0.98667,3,viniciusmatias
642,11310393,IamJohanBjorkman,"2023-11-27 18:18:26",0.98667,1,iamjohanbjorkman
643,11341533,colin_ww,"2023-12-04 08:32:11",0.98667,4,colinww
644,11193169,"Aditya V","2023-11-05 20:22:55",0.98660,1,adityasenku
645,11248975,"Vladislav Papenkin","2023-11-15 13:53:58",0.98657,1,vladislavpapenkin
646,11345480,"Yan Lukianchik","2023-12-06 06:38:30",0.98657,12,yanlukianchik
647,11394934,DamianArcher207,"2023-12-14 11:13:17",0.98657,1,damianarcher207
648,11429132,"Quân Trần Hoàng Đăng","2023-12-22 10:21:42",0.98650,1,quntrnhongng
649,11425912,"yaniv Bar-Lev","2023-12-27 14:55:17",0.98646,7,yanivbarlev
650,10855826,gidler,"2023-12-01 17:48:21",0.98642,8,gidler
651,11276196,comalle2,"2023-11-21 19:38:41",0.98642,4,comalle2
652,11419355,iufhief,"2023-12-21 10:59:09",0.98642,2,iufhief
653,11120166,a12345678901232,"2023-11-04 01:54:42",0.98635,4,a12345678901232
654,11333836,ntuKAI402050,"2023-12-03 03:33:12",0.98635,6,ntukai402050
655,11333209,Han_Stan,"2023-12-03 08:53:19",0.98635,6,hanstan1
656,11303367,Disada,"2023-12-05 14:31:18",0.98635,10,disada
